date,I_est
2023-02-25,521647.0
2023-02-26,519884.0
2023-02-27,513822.0
2023-02-28,509231.0
2023-03-01,510641.0
2023-03-02,505847.0
2023-03-03,516792.0
2023-03-04,516232.0
2023-03-05,514760.0
2023-03-06,521282.0
2023-03-07,496103.0
2023-03-08,450801.0
2023-03-09,441053.0
